,CMPSI_NM,CMPSI_SCTIN_NM,소재지전체주소,상세영업상태명,lat,lon,kakao_score,지역
507,바인밸리 수영장 캠핑장,"카라반,글램핑",충청남도 공주시 정안면 화봉리 433-3번지,영업중,36.54,127.1,0,충청남도
508,누룽지,일반야영장,전라남도 담양군 용면 용치리 95-6,영업중,35.43,127.0,0.0,전라남도
509,느랭이골,"일반야영장,글램핑",전라남도 광양시 다압면 신원리 산 125,영업중,35.06,127.71,0.0,전라남도
510,느티나무야영장,일반야영장,경상남도 산청군 삼장면 유평리 233,영업중,35.37,127.78,3.0,경상남도
511,늘편한캠핑장,"자동차야영장,카라반",강원도 홍천군 두촌면 괘석리 421-1,영업중,37.86,128.11,5.0,강원도
512,늘푸른 관광농원,자동차야영장,강원도 춘천시 북산면 추곡리 142-4,영업중,38.03,127.89,0.0,강원도
513,늘해랑캠핑장,자동차야영장,충청북도 제천시 금성면 포전리 205번지,휴업,37.06,128.21,0,충청북도
514,다람쥐 쉼터,일반야영장,전라북도 완주군 운주면 고당리 491,영업중,36.03,127.35,3.6,전라북도
515,다람쥐 쉼터,일반야영장,전라북도 완주군 운주면 고당리 524,영업중,36.03,127.35,3.6,전라북도
516,로뎀하우스,일반야영장,전라북도 완주군 운주면 고당리 491,영업중,36.03,127.35,1.5,전라북도
517,로뎀하우스,일반야영장,전라북도 완주군 운주면 고당리 524,영업중,36.03,127.35,1.5,전라북도
518,다릿재농원캠핑장,자동차야영장,충청북도 충주시 산척면 송강리 765-4,영업중,37.11,127.97,4.3,충청북도
519,다볼펜션,자동차야영장,강원도 춘천시 남산면 창촌리 546,영업중,37.77,127.62,0.0,강원도
520,다온,"일반야영장,카라반",충청남도 서산시 대산읍 대로리 876-206번지,영업중,36.94,126.38,0.0,충청남도
521,다온,"일반야영장,카라반",충청남도 서산시 대산읍 대로리 876-205번지,영업중,36.94,126.38,0.0,충청남도
522,캐빈,일반야영장,충청남도 서산시 대산읍 대로리 876-206번지,영업중,36.94,126.38,0.0,충청남도
523,캐빈,일반야영장,충청남도 서산시 대산읍 대로리 876-205번지,영업중,36.94,126.38,0.0,충청남도
524,다옴 햇골 캠핑장,자동차야영장,강원도 화천군 사내면 사창리 864-1번지,영업중,38.06,127.52,1.5,강원도
525,닥박골 휴양림,일반야영장,경기도 포천시 신북면 심곡리 693번지,폐업,37.93,127.18,2.7,경기도
526,닥박골 휴양림,일반야영장,경기도 포천시 신북면 심곡리 615 외 1필지(597-26),영업중,37.93,127.18,2.7,경기도
527,단양팔경투어,자동차야영장,충청북도 단양군 단양읍 고수리 91-3,휴업,36.99,128.38,0.0,충청북도
528,단호샌드파크 자동차야영장,"일반야영장,자동차야영장,카라반,글램핑",경상북도 안동시 남후면 단호리 76-3번지,영업중,36.56,128.63,5.0,경상북도
529,달곡캠프,일반야영장,울산광역시 북구 무룡동 607-5번지,영업중,35.61,129.42,0.0,울산광역시
530,달과별 캠핑장,"일반야영장,자동차야영장",강원도 영월군 상동읍 덕구리 18,영업중,37.1,128.81,0.0,강원도
531,달궁자동차 야영장,일반야영장,전라북도 남원시 산내면 덕동리 287-3,영업중,35.35,127.56,3.8,전라북도
532,달궁힐링야영장,일반야영장,전라북도 남원시 산내면 덕동리 287-3,영업중,35.35,127.56,4.5,전라북도
533,달빛고운 월성 자연학습관,일반야영장,경상남도 거창군 북상면 월성리 941-4번지,영업중,35.76,127.74,0.0,경상남도
534,달빛고운 월성 자연학습관,일반야영장,경상남도 거창군 북상면 월성리 50-16번지,영업중,35.76,127.74,0.0,경상남도
535,달빛고운 월성 자연학습관,일반야영장,경상남도 거창군 북상면 월성리 1084-4번지,영업중,35.76,127.74,0.0,경상남도
536,늘예솔글램핑,"자동차야영장,글램핑",경상남도 거창군 북상면 월성리 941-4번지,영업중,35.76,127.74,4.0,경상남도
537,늘예솔글램핑,"자동차야영장,글램핑",경상남도 거창군 북상면 월성리 50-16번지,영업중,35.76,127.74,4.0,경상남도
538,늘예솔글램핑,"자동차야영장,글램핑",경상남도 거창군 북상면 월성리 1084-4번지,영업중,35.76,127.74,4.0,경상남도
539,달빛고운병곡캠핑장,일반야영장,경상남도 거창군 북상면 병곡리 768-4번지,영업중,35.81,127.78,2.3,경상남도
540,달빛글램핑장,"일반야영장,글램핑",경기도 포천시 일동면 화대리 94-2번지,영업중,37.96,127.34,5.0,경기도
541,달빛글램핑장,"일반야영장,글램핑","경기도 포천시 일동면 화대리 167번지 외5필지(167-2,167-4,167-6,168,168-2)",영업중,37.96,127.34,5.0,경기도
542,하솜캠프,자동차야영장,경기도 포천시 일동면 화대리 94-2번지,영업중,37.96,127.34,0.0,경기도
543,하솜캠프,자동차야영장,"경기도 포천시 일동면 화대리 167번지 외5필지(167-2,167-4,167-6,168,168-2)",영업중,37.96,127.34,0.0,경기도
544,달숲 캠핑장,자동차야영장,충청북도 제천시 금성면 월림리 16-2,영업중,37.09,128.19,4.2,충청북도
545,달숲 캠핑장,자동차야영장,충청북도 제천시 금성면 월림리 16,영업중,37.09,128.19,4.2,충청북도
546,달이머무는집,일반야영장,충청북도 영동군 황간면 원촌리 124-5번지,영업중,36.23,127.89,4.0,충청북도
547,담터오지캠핑장,일반야영장,경기도 포천시 관인면 삼율리 40-1번지,영업중,38.17,127.19,4.2,경기도
548,당진해양캠핑공원,일반야영장,충청남도 당진시 신평면 운정리 227-5,영업중,36.9,126.82,3.3,충청남도
549,선진캠핑,자동차야영장,충청남도 당진시 신평면 운정리 227-5,영업중,36.9,126.82,0.0,충청남도
550,당평오토캠핑장,자동차야영장,강원도 횡성군 갑천면 추동리 81,영업중,37.57,128.04,0.0,강원도
551,당평오토캠핑장,자동차야영장,강원도 횡성군 갑천면 추동리 70-14번지,영업중,37.57,128.04,0.0,강원도
552,대가야역사테마관광지 캠핑장,일반야영장,경상북도 고령군 대가야읍 지산리 471-1 대가야역사테마관광지 캠핑장,영업중,35.72,128.26,3.0,경상북도
553,대궐오토캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 382-5,영업중,37.77,126.94,3.7,경기도
554,대궐오토캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 385,영업중,37.77,126.94,3.7,경기도
555,대궐오토캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 364-4,영업중,37.77,126.94,3.7,경기도
556,대궐오토캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 370,영업중,37.77,126.94,3.7,경기도
557,대궐오토캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 362,영업중,37.77,126.94,3.7,경기도
558,비타민 캠핑장,일반야영장,경기도 양주시 백석읍 기산리 382-5,영업중,37.77,126.94,0.0,경기도
559,비타민 캠핑장,일반야영장,경기도 양주시 백석읍 기산리 385,영업중,37.77,126.94,0.0,경기도
560,비타민 캠핑장,일반야영장,경기도 양주시 백석읍 기산리 364-4,영업중,37.77,126.94,0.0,경기도
561,비타민 캠핑장,일반야영장,경기도 양주시 백석읍 기산리 370,영업중,37.77,126.94,0.0,경기도
562,비타민 캠핑장,일반야영장,경기도 양주시 백석읍 기산리 362,영업중,37.77,126.94,0.0,경기도
563,양주산막골캠핑장,일반야영장,경기도 양주시 백석읍 기산리 382-5,영업중,37.77,126.94,1.6,경기도
564,양주산막골캠핑장,일반야영장,경기도 양주시 백석읍 기산리 385,영업중,37.77,126.94,1.6,경기도
565,양주산막골캠핑장,일반야영장,경기도 양주시 백석읍 기산리 364-4,영업중,37.77,126.94,1.6,경기도
566,양주산막골캠핑장,일반야영장,경기도 양주시 백석읍 기산리 370,영업중,37.77,126.94,1.6,경기도
567,양주산막골캠핑장,일반야영장,경기도 양주시 백석읍 기산리 362,영업중,37.77,126.94,1.6,경기도
568,양주송천캠핑장,일반야영장,경기도 양주시 백석읍 기산리 382-5,영업중,37.77,126.94,1.5,경기도
569,양주송천캠핑장,일반야영장,경기도 양주시 백석읍 기산리 385,영업중,37.77,126.94,1.5,경기도
570,양주송천캠핑장,일반야영장,경기도 양주시 백석읍 기산리 364-4,영업중,37.77,126.94,1.5,경기도
571,양주송천캠핑장,일반야영장,경기도 양주시 백석읍 기산리 370,영업중,37.77,126.94,1.5,경기도
572,양주송천캠핑장,일반야영장,경기도 양주시 백석읍 기산리 362,영업중,37.77,126.94,1.5,경기도
573,캠프리카캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 382-5,영업중,37.77,126.94,2.3,경기도
574,캠프리카캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 385,영업중,37.77,126.94,2.3,경기도
575,캠프리카캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 364-4,영업중,37.77,126.94,2.3,경기도
576,캠프리카캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 370,영업중,37.77,126.94,2.3,경기도
577,캠프리카캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 362,영업중,37.77,126.94,2.3,경기도
578,대기농촌체험휴양마을,일반야영장,경상남도 합천군 가회면 중촌리 217,영업중,35.46,128.0,0.0,경상남도
579,대기농촌체험휴양마을,일반야영장,경상남도 합천군 가회면 중촌리 420,영업중,35.46,128.0,0.0,경상남도
580,바람흔적 글램핑 앤 카라반,"일반야영장,카라반,글램핑",경상남도 합천군 가회면 중촌리 217,영업중,35.46,128.0,0,경상남도
581,바람흔적 글램핑 앤 카라반,"일반야영장,카라반,글램핑",경상남도 합천군 가회면 중촌리 420,영업중,35.46,128.0,0,경상남도
582,대덕산농원캠핑장,"일반야영장,글램핑",전라남도 영광군 법성면 대덕리 704-1,영업중,35.35,126.45,5.0,전라남도
583,대도파라다이스,일반야영장,경상남도 하동군 금남면 대도리 177-7,영업중,34.93,127.83,5.0,경상남도
584,대둔산 그린시티 오토캠핑장,"일반야영장,글램핑",전라북도 완주군 운주면 산북리 417-6,영업중,36.11,127.34,0,전라북도
585,대둔산글램핑캠핑장,"일반야영장,글램핑",전라북도 완주군 운주면 장선리 107-10번지,폐업,36.08,127.28,3.7,전라북도
586,대둔산글램핑캠핑장,"일반야영장,글램핑",전라북도 완주군 운주면 장선리 310-17,영업중,36.08,127.28,3.7,전라북도
587,용인대장금파크캠핑장,"일반야영장,카라반,글램핑",경기도 용인시 처인구 백암면 용천리 781번지,폐업,37.12,127.34,4.8,경기도
588,용인대장금파크캠핑장,"일반야영장,카라반,글램핑",경기도 용인시 처인구 백암면 용천리 781,영업중,37.12,127.34,4.8,경기도
589,대천오토캠핑장,일반야영장,충청남도 보령시 주교면 신대리 885-7번지,영업중,36.37,126.59,0.0,충청남도
590,대청마루 물소리,일반야영장,경기도 포천시 관인면 삼율리 10 외 1필지(493번지),영업중,38.16,127.2,0.0,경기도
591,팝콘야영장,일반야영장,충청북도 괴산군 장연면 광진리 814-1,영업중,36.87,127.93,5.0,충청북도
592,대현캠핑장,자동차야영장,충청북도 제천시 봉양읍 명암리 243,영업중,37.19,128.15,0.0,충청북도
593,대현캠핑장,자동차야영장,충청북도 제천시 봉양읍 명암리 198번지,영업중,37.19,128.15,0.0,충청북도
594,대호레져글램핑,"자동차야영장,글램핑",충청북도 충주시 동량면 지동리 807-1,영업중,37.01,128.05,2.0,충청북도
595,대회산캠핑장,"일반야영장,글램핑",경기도 포천시 영북면 대회산리 117,영업중,38.07,127.24,4.7,경기도
596,대회산캠핑장,"일반야영장,글램핑",경기도 포천시 영북면 대회산리 120 외 13필지,영업중,38.07,127.24,4.7,경기도
597,더드림핑 야영장,"자동차야영장,카라반,글램핑",경기도 남양주시 화도읍 금남리 171-7,영업중,37.65,127.37,2.9,경기도
598,더드림핑 야영장,"자동차야영장,카라반,글램핑",경기도 남양주시 화도읍 금남리 123,영업중,37.65,127.37,2.9,경기도
599,독스아웃,일반야영장,경기도 남양주시 화도읍 금남리 171-7,영업중,37.65,127.37,2.0,경기도
600,독스아웃,일반야영장,경기도 남양주시 화도읍 금남리 123,영업중,37.65,127.37,2.0,경기도
601,더무빙카라반,자동차야영장,부산광역시 기장군 장안읍 월내리 552-15,영업중,35.32,129.27,3.8,부산광역시
602,더불어사는터,자동차야영장,강원도 영월군 무릉도원면 두산리 453-3,영업중,37.31,128.17,5.0,강원도
603,더불어사는터,자동차야영장,강원도 영월군 무릉도원면 두산리 384,영업중,37.31,128.17,5.0,강원도
604,두산분교 캠핑장,"일반야영장,자동차야영장",강원도 영월군 무릉도원면 두산리 453-3,영업중,37.31,128.17,5.0,강원도
605,두산분교 캠핑장,"일반야영장,자동차야영장",강원도 영월군 무릉도원면 두산리 384,영업중,37.31,128.17,5.0,강원도
606,더숲관광농원캠핑장,일반야영장,인천광역시 강화군 길상면 선두리 93-38번지,영업중,37.63,126.49,0,인천광역시
607,더시크릿가든 캠프지라운드,자동차야영장,강원도 춘천시 남산면 방하리 506-4,영업중,37.77,127.55,4.0,강원도
608,더캠프 렌탈캠핑,일반야영장,경상북도 김천시 대항면 덕전리 95번지,영업중,36.1,128.05,0.0,경상북도
609,더 프라우드,"카라반,글램핑",충청북도 제천시 백운면 운학리 105-10,영업중,37.2,128.01,0.0,충청북도
610,더하루야영장,"일반야영장,카라반",전라북도 무주군 무풍면 삼거리 353-1,영업중,35.9,127.81,0.0,전라북도
611,더하루야영장,"일반야영장,카라반",전라북도 무주군 무풍면 삼거리 350-3번지,영업중,35.9,127.81,0.0,전라북도
612,덕동 산마루캠핑장,일반야영장,충청북도 제천시 백운면 덕동리 87-4,영업중,37.2,127.98,0.0,충청북도
613,덕동 산마루캠핑장,일반야영장,충청북도 제천시 백운면 덕동리 85번지,영업중,37.2,127.98,0.0,충청북도
614,덕동 산마루캠핑장,일반야영장,충청북도 제천시 백운면 덕동리 78-2,영업중,37.2,127.98,0.0,충청북도
615,덕동 산마루캠핑장,일반야영장,충청북도 제천시 백운면 덕동리 76-1번지,영업중,37.2,127.98,0.0,충청북도
616,소풍가는날펜션 오토캠핑장,자동차야영장,충청북도 제천시 백운면 덕동리 87-4,영업중,37.2,127.98,1.0,충청북도
617,소풍가는날펜션 오토캠핑장,자동차야영장,충청북도 제천시 백운면 덕동리 85번지,영업중,37.2,127.98,1.0,충청북도
618,소풍가는날펜션 오토캠핑장,자동차야영장,충청북도 제천시 백운면 덕동리 78-2,영업중,37.2,127.98,1.0,충청북도
619,소풍가는날펜션 오토캠핑장,자동차야영장,충청북도 제천시 백운면 덕동리 76-1번지,영업중,37.2,127.98,1.0,충청북도
620,평산 오토캠핑 야영장,자동차야영장,충청북도 제천시 백운면 덕동리 87-4,영업중,37.2,127.98,5.0,충청북도
621,평산 오토캠핑 야영장,자동차야영장,충청북도 제천시 백운면 덕동리 85번지,영업중,37.2,127.98,5.0,충청북도
622,평산 오토캠핑 야영장,자동차야영장,충청북도 제천시 백운면 덕동리 78-2,영업중,37.2,127.98,5.0,충청북도
623,평산 오토캠핑 야영장,자동차야영장,충청북도 제천시 백운면 덕동리 76-1번지,영업중,37.2,127.98,5.0,충청북도
624,덕동 산상낙원,자동차야영장,충청북도 제천시 백운면 덕동리 477,영업중,37.21,127.95,3.3,충청북도
625,덕동 산상낙원,자동차야영장,충청북도 제천시 백운면 덕동리 378번지,영업중,37.21,127.95,3.3,충청북도
626,덕동 산상낙원,자동차야영장,충청북도 제천시 백운면 덕동리 284-0번지,영업중,37.21,127.95,3.3,충청북도
627,십자봉오토캠핑장,일반야영장,충청북도 제천시 백운면 덕동리 477,영업중,37.21,127.95,3.3,충청북도
628,십자봉오토캠핑장,일반야영장,충청북도 제천시 백운면 덕동리 378번지,영업중,37.21,127.95,3.3,충청북도
629,십자봉오토캠핑장,일반야영장,충청북도 제천시 백운면 덕동리 284-0번지,영업중,37.21,127.95,3.3,충청북도
630,덕동골 오토캠핑장,자동차야영장,충청북도 제천시 백운면 덕동리 255번지,영업중,37.22,127.96,4.0,충청북도
631,덕동골 오토캠핑장,자동차야영장,충청북도 제천시 백운면 덕동리 292-2,영업중,37.22,127.96,4.0,충청북도
632,달재오토캠핑장,일반야영장,충청북도 제천시 백운면 덕동리 255번지,영업중,37.22,127.96,4.7,충청북도
633,달재오토캠핑장,일반야영장,충청북도 제천시 백운면 덕동리 292-2,영업중,37.22,127.96,4.7,충청북도
634,덕산국민여가캠핑장,자동차야영장,인천광역시 강화군 내가면 고천리 산 494번지,영업중,37.72,126.38,4.4,인천광역시
635,덕암호캠핑장,자동차야영장,경기도 평택시 도일동 381-3,영업중,37.06,127.11,5.0,경기도
636,덕유대 자동차야영장,"일반야영장,자동차야영장",전라북도 무주군 설천면 삼공리 518번지,영업중,35.89,127.78,4.0,전라북도
637,덕유대 자동차야영장,"일반야영장,자동차야영장",전라북도 무주군 설천면 삼공리 449-3,영업중,35.89,127.78,4.0,전라북도
638,덕유대 자연학습장,일반야영장,전라북도 무주군 설천면 삼공리 518번지,영업중,35.89,127.78,4.0,전라북도
639,덕유대 자연학습장,일반야영장,전라북도 무주군 설천면 삼공리 449-3,영업중,35.89,127.78,4.0,전라북도
640,무주 별빛 카라반,"일반야영장,카라반",전라북도 무주군 설천면 삼공리 518번지,영업중,35.89,127.78,5.0,전라북도
641,무주 별빛 카라반,"일반야영장,카라반",전라북도 무주군 설천면 삼공리 449-3,영업중,35.89,127.78,5.0,전라북도
642,덕유산 자연휴양림,일반야영장,전라북도 무주군 무풍면 삼거리 산 1-7번지,영업중,35.91,127.81,3.5,전라북도
643,덕유산700휠링캠프,"일반야영장,카라반",전라북도 무주군 무풍면 삼거리 137번지,영업중,35.88,127.82,0.0,전라북도
644,덕유캠프농장,일반야영장,전라북도 무주군 설천면 심곡리 398번지,영업중,35.92,127.76,5.0,전라북도
645,덕포진누리마을캠핑장,자동차야영장,경기도 김포시 대곶면 신안리 228-2,영업중,37.65,126.54,0.0,경기도
646,덤바위 캠핑장,일반야영장,충청북도 진천군 문백면 은탄리 141번지,영업중,36.8,127.48,3.0,충청북도
647,도고온천모두캠핑장,일반야영장,충청남도 아산시 도고면 신언리 7-4번지,영업중,36.77,126.88,0.0,충청남도
648,도고온천모두캠핑장,일반야영장,충청남도 아산시 선장면 신성리 260-2,영업중,36.77,126.88,0.0,충청남도
649,도둑골 야영장,일반야영장,경상남도 하동군 옥종면 월횡리 326-1번지,영업중,35.2,127.86,5.0,경상남도
650,도래재별빛마을캠핑장,일반야영장,경상남도 밀양시 단장면 구천리 1852-7,영업중,35.56,128.94,5.0,경상남도
651,도레미 캠핑장,일반야영장,충청북도 괴산군 불정면 세평리 214번지,영업중,36.86,127.82,3.7,충청북도
652,도원패밀리캠핑장,자동차야영장,강원도 영월군 무릉도원면 도원리 367,영업중,37.33,128.23,3.0,강원도
653,도토리캠프,일반야영장,경상남도 진주시 명석면 계원리 174-1번지,영업중,35.28,128.04,2.5,경상남도
654,돌고래오토캠핑장,일반야영장,충청남도 태안군 남면 몽산리 663-1번지,영업중,36.67,126.27,0.0,충청남도
655,돌고래오토캠핑장,일반야영장,충청남도 태안군 남면 몽산리 661-1번지 661-11,영업중,36.67,126.27,0.0,충청남도
656,돌고래오토캠핑장,일반야영장,충청남도 태안군 남면 몽산리 661-4번지,영업중,36.67,126.27,0.0,충청남도
657,돌고래오토캠핑장2,일반야영장,충청남도 태안군 남면 몽산리 663-1번지,영업중,36.67,126.27,0,충청남도
658,돌고래오토캠핑장2,일반야영장,충청남도 태안군 남면 몽산리 661-1번지 661-11,영업중,36.67,126.27,0,충청남도
659,돌고래오토캠핑장2,일반야영장,충청남도 태안군 남면 몽산리 661-4번지,영업중,36.67,126.27,0,충청남도
660,돌고래펜션야영장(일반),일반야영장,충청남도 태안군 남면 몽산리 663-1번지,영업중,36.67,126.27,0,충청남도
661,돌고래펜션야영장(일반),일반야영장,충청남도 태안군 남면 몽산리 661-1번지 661-11,영업중,36.67,126.27,0,충청남도
662,돌고래펜션야영장(일반),일반야영장,충청남도 태안군 남면 몽산리 661-4번지,영업중,36.67,126.27,0,충청남도
663,돌담캠핑장,"일반야영장,글램핑",경상남도 창원시 마산합포구 진동면 인곡리 726 외9필지,영업중,35.14,128.52,5.0,경상남도
664,돌집야영장,자동차야영장,강원도 화천군 간동면 간척리 992-5번지,영업중,38.02,127.81,3.5,강원도
665,돌풀마루,"일반야영장,글램핑",전라남도 구례군 산동면 위안리 757-3번지,영업중,35.33,127.48,5.0,전라남도
666,동강글램핑,글램핑,강원도 영월군 영월읍 삼옥리 1636-11번지,영업중,37.19,128.5,1.0,강원도
667,동검도노을캠핑장,일반야영장,인천광역시 강화군 길상면 동검리 262,영업중,37.59,126.51,0.0,인천광역시
668,동검도노을캠핑장,일반야영장,"인천광역시 강화군 길상면 동검리 589-14 , 165-1번지",영업중,37.59,126.51,0.0,인천광역시
669,동검도노을캠핑장,일반야영장,인천광역시 강화군 길상면 동검리 158-6번지,영업중,37.59,126.51,0.0,인천광역시
670,동검도노을캠핑장,일반야영장,인천광역시 강화군 길상면 동검리 127-18번지,영업중,37.59,126.51,0.0,인천광역시
671,얏호캠핑장,자동차야영장,인천광역시 강화군 길상면 동검리 262,영업중,37.59,126.51,3.7,인천광역시
672,얏호캠핑장,자동차야영장,"인천광역시 강화군 길상면 동검리 589-14 , 165-1번지",영업중,37.59,126.51,3.7,인천광역시
673,얏호캠핑장,자동차야영장,인천광역시 강화군 길상면 동검리 158-6번지,영업중,37.59,126.51,3.7,인천광역시
674,얏호캠핑장,자동차야영장,인천광역시 강화군 길상면 동검리 127-18번지,영업중,37.59,126.51,3.7,인천광역시
675,검디 관광농원 야영장,일반야영장,인천광역시 강화군 길상면 동검리 262,영업중,37.59,126.51,3.2,인천광역시
676,검디 관광농원 야영장,일반야영장,"인천광역시 강화군 길상면 동검리 589-14 , 165-1번지",영업중,37.59,126.51,3.2,인천광역시
677,검디 관광농원 야영장,일반야영장,인천광역시 강화군 길상면 동검리 158-6번지,영업중,37.59,126.51,3.2,인천광역시
678,검디 관광농원 야영장,일반야영장,인천광역시 강화군 길상면 동검리 127-18번지,영업중,37.59,126.51,3.2,인천광역시
679,동광농촌체험마을,일반야영장,제주특별자치도 서귀포시 안덕면 동광리 976,영업중,33.31,126.34,3.0,제주특별자치도
680,동그라미캠핑장,자동차야영장,강원도 횡성군 안흥면 송한리 103-2번지,영업중,37.44,128.14,5.0,강원도
681,동키캐슬 캠핑장,자동차야영장,강원도 홍천군 남면 시동리 411-9,등록취소,37.59,127.84,3.7,강원도
682,망상 오토캠핑리조트,"자동차야영장,카라반",강원도 동해시 망상동 422-2,영업중,37.6,129.08,5.0,강원도
683,동화야영장,자동차야영장,대구광역시 동구 용수동 36번지,영업중,35.99,128.7,0.0,대구광역시
684,동화카라반캠핑장,카라반,경기도 가평군 가평읍 마장리 395-13,영업중,37.85,127.51,4.3,경기도
685,동화카라반캠핑장,카라반,경기도 가평군 가평읍 마장리 395-20,영업중,37.85,127.51,4.3,경기도
686,동화힐링캠프,"일반야영장,자동차야영장,글램핑",경기도 파주시 파평면 두포리 121-2,폐업,37.89,126.84,3.1,경기도
687,돼지문화원 카라반,카라반,강원도 원주시 지정면 월송리 338-19번지,영업중,37.39,127.87,0.0,강원도
688,두곡해수욕장야영장,일반야영장,경상남도 남해군 남면 당항리 535-11,영업중,34.77,127.91,5.0,경상남도
689,월포해수욕장야영장,일반야영장,경상남도 남해군 남면 당항리 535-11,영업중,34.77,127.91,0.0,경상남도
690,두리캠핑장,일반야영장,경기도 여주시 흥천면 상대리 산 60-11번지,영업중,37.35,127.51,4.0,경기도
691,두리캠핑장,"일반야영장,글램핑",인천광역시 계양구 귤현동 28-1번지,영업중,37.57,126.76,4.0,인천광역시
692,두멍소관광농원,자동차야영장,강원도 횡성군 둔내면 삽교리 1719-1 외 5필지,폐업,37.53,128.24,0.0,강원도
693,둘레길관광농원,일반야영장,경상남도 산청군 시천면 신천리 158-2 외 4필지,영업중,35.24,127.79,0,경상남도
694,둥글이네,자동차야영장,경기도 고양시 덕양구 지축동 153,휴업,37.66,126.95,0.0,경기도
695,둥글이네,자동차야영장,서울특별시 은평구 진관동 330-14 북한산글램핑장,영업중,37.66,126.95,0.0,서울특별시
696,둥지캠핑장,"자동차야영장,글램핑",경기도 가평군 설악면 묵안리 311번지,영업중,37.6,127.53,3.1,경기도
697,한송오토캠핑장,일반야영장,경기도 가평군 설악면 묵안리 311번지,영업중,37.6,127.53,5.0,경기도
698,둥지펜션 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 322-2번지,영업중,35.67,128.99,1.6,경상북도
699,득량만풍광휴식센터,"일반야영장,카라반",전라남도 고흥군 대서면 안남리 1448,휴업,34.75,127.25,2.0,전라남도
700,든해솔 계곡캠핑장,일반야영장,경상남도 산청군 신등면 모례리 830-7,영업중,35.4,127.96,5.0,경상남도
701,들꽃피는언덕 캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 181-1,영업중,37.78,126.96,3.4,경기도
702,들살이오토캠핑장,"일반야영장,자동차야영장,카라반",울산광역시 울주군 상북면 이천리 700,영업중,35.53,129.01,5.0,울산광역시
703,아트앤오토캠핑장,일반야영장,울산광역시 울주군 상북면 이천리 700,영업중,35.53,129.01,1.0,울산광역시
704,I go 오토캠핑장,일반야영장,경상북도 청도군 매전면 호화리 752-78,영업중,35.64,128.85,0,경상북도
705,I go 오토캠핑장,일반야영장,경상북도 청도군 매전면 호화리 752-36번지,영업중,35.64,128.85,0,경상북도
706,캠프원 관광농원,"일반야영장,글램핑",경상북도 청도군 매전면 호화리 752-78,영업중,35.64,128.85,0,경상북도
707,캠프원 관광농원,"일반야영장,글램핑",경상북도 청도군 매전면 호화리 752-36번지,영업중,35.64,128.85,0,경상북도
708,화이트 오토캠핑장,일반야영장,경상북도 청도군 매전면 호화리 752-78,영업중,35.64,128.85,5.0,경상북도
709,화이트 오토캠핑장,일반야영장,경상북도 청도군 매전면 호화리 752-36번지,영업중,35.64,128.85,5.0,경상북도
710,들소리 키즈 글램핑,글램핑,전라남도 영암군 신북면 학동리 468번지,폐업,34.93,126.68,4.0,전라남도
711,들소리 키즈 글램핑,글램핑,전라남도 영암군 신북면 학동리 468번지 신북서초등학교,영업중,34.93,126.68,4.0,전라남도
712,들음카라반 캠핑장,"일반야영장,카라반",전라남도 장성군 북하면 약수리 252-1 내장산국립공원백암사무소,영업중,35.43,126.88,5.0,전라남도
713,백양사 가인야영장,일반야영장,전라남도 장성군 북하면 약수리 252-1 내장산국립공원백암사무소,영업중,35.43,126.88,3.5,전라남도
714,디투어스캠프클럽,"자동차야영장,카라반",충청북도 제천시 청풍면 연곡리 228-14,영업중,37.01,128.15,2.2,충청북도
715,(주)에이치엠제이,일반야영장,충청북도 제천시 청풍면 연곡리 228-14,영업중,37.01,128.15,0.0,충청북도
716,땅끝황토나라테마촌,일반야영장,전라남도 해남군 송지면 송호리 534번지,영업중,34.32,126.52,4.0,전라남도
717,땅끝황토펜션야영장,일반야영장,경상북도 포항시 남구 구룡포읍 석병리 산 113-24,영업중,36.02,129.58,1.6,경상북도
718,땅에미소 오토캠핑장,자동차야영장,경기도 연천군 청산면 장탄리 1074번지,영업중,38.05,127.09,4.3,경기도
719,뜨란솔 캠핑장,"일반야영장,자동차야영장",강원도 영월군 무릉도원면 법흥리 625-1,영업중,37.33,128.28,5.0,강원도
720,올리브 그린 펜션 글램핑,글램핑,강원도 영월군 무릉도원면 법흥리 625-1,영업중,37.33,128.28,0,강원도
721,영월 솔향기 캠핑장,자동차야영장,강원도 영월군 무릉도원면 법흥리 625-1,영업중,37.33,128.28,0.0,강원도
722,라라솔캠핑장,일반야영장,강원도 횡성군 서원면 유현리 431,영업중,37.52,127.87,0.0,강원도
723,라온 글램핑,"일반야영장,글램핑",전라남도 장성군 북하면 월성리 811-2번지,영업중,35.33,126.86,4.0,전라남도
