,CMPSI_NM,CMPSI_SCTIN_NM,소재지전체주소,상세영업상태명,lat,lon,kakao_score,지역
0,(주)디노담양힐링파크 지점,"일반야영장,카라반,글램핑",전라남도 담양군 봉산면 기곡리 836-2번지,영업중,35.27,126.96,0,전라남도
1,(주)쉐르빌리안티티,글램핑,강원도 홍천군 서면 모곡리 491-46번지,영업중,37.7,127.6,0,강원도
2,(주)쉐르빌리안티티,글램핑,강원도 홍천군 서면 모곡리 547번지,영업중,37.7,127.6,0,강원도
3,(주)아웃오브파크,카라반,강원도 춘천시 남면 관천리 383,영업중,37.73,127.51,3.5,강원도
4,(주)아웃오브파크,카라반,강원도 춘천시 남면 관천리 356-12,영업중,37.73,127.51,3.5,강원도
5,(주)어반슬로우시티,"자동차야영장,글램핑",강원도 춘천시 남면 관천리 383,영업중,37.73,127.51,4.7,강원도
6,(주)어반슬로우시티,"자동차야영장,글램핑",강원도 춘천시 남면 관천리 356-12,영업중,37.73,127.51,4.7,강원도
7,주식회사 캠프포지션,일반야영장,강원도 춘천시 남면 관천리 383,영업중,37.73,127.51,0,강원도
8,주식회사 캠프포지션,일반야영장,강원도 춘천시 남면 관천리 356-12,영업중,37.73,127.51,0,강원도
9,쥴리어스지점 휴토피아,글램핑,강원도 홍천군 서면 어유포리 282-6,영업중,37.7,127.69,5.0,강원도
10,(주)자연인,"일반야영장,글램핑",제주특별자치도 제주시 아라일동 2082-1,영업중,33.47,126.54,0.0,제주특별자치도
11,(주)태평소금 천일염 힐링캠프,일반야영장,전라남도 신안군 증도면 대초리 1648-21번지,영업중,35.0,126.18,0,전라남도
12,505펜션&캠핑(오공오),일반야영장,충청남도 공주시 사곡면 호계리 594-9번지,영업중,36.5,127.02,5.0,충청남도
13,80 SS 오토캠핑장,"일반야영장,자동차야영장,글램핑",경상북도 군위군 부계면 남산리 1138-4번지,영업중,36.03,128.63,0,경상북도
14,A&J오토캠핑장,자동차야영장,강원도 원주시 지정면 안창리 산 56-3번지,영업중,37.35,127.81,0.0,강원도
15,Camp 1950 by 민들레울,"일반야영장,글램핑",경상북도 김천시 대덕면 문의리 240번지,영업중,35.88,127.94,0,경상북도
16,CLUB 596,"일반야영장,글램핑",충청남도 태안군 남면 몽산리 596,영업중,36.68,126.27,4.7,충청남도
17,DMZ 마루캠핑,자동차야영장,경기도 연천군 중면 삼곶리 317-3번지,영업중,38.13,127.02,0.0,경기도
18,DMZ캠핑장,자동차야영장,강원도 철원군 철원읍 율이리 217번지,영업중,38.22,127.18,0.0,강원도
19,Najost Camp,일반야영장,강원도 영월군 김삿갓면 와석리 729-6 외 4필지,영업중,37.11,128.6,0,강원도
20,히어리캠핑장,"일반야영장,자동차야영장,카라반,글램핑",강원도 영월군 김삿갓면 와석리 729-6 외 4필지,영업중,37.11,128.6,2.8,강원도
21,THATS CAMPING 횡성자연휴양림야영장,"일반야영장,글램핑",강원도 횡성군 갑천면 포동리 산 40-2,영업중,37.54,128.11,0,강원도
22,The Star 오토캠핑장,"일반야영장,자동차야영장,카라반",전라남도 여수시 돌산읍 우두리 334-14번지,영업중,34.72,127.78,2.1,전라남도
23,VIP레저타운,자동차야영장,강원도 원주시 지정면 판대리 643-1,휴업,37.39,127.78,0,강원도
24,W글램핑,"일반야영장,글램핑",경상남도 산청군 산청읍 내리 741,영업중,35.39,127.89,0.0,경상남도
25,㈜제주글램핑,일반야영장,제주특별자치도 제주시 구좌읍 덕천리 1289,폐업,33.48,126.75,0,제주특별자치도
26,가람관광농원,일반야영장,경상남도 합천군 봉산면 계산리 산 1620,영업중,35.59,128.06,2.0,경상남도
27,가래골농원 캠핑장,일반야영장,"경기도 포천시 창수면 추동리 812번지 외 2필지(812-1, 812-2)",영업중,37.99,127.16,1.0,경기도
28,알프스농원 캠핑장,일반야영장,"경기도 포천시 창수면 추동리 812번지 외 2필지(812-1, 812-2)",영업중,37.99,127.16,0.0,경기도
29,추동캠프,일반야영장,"경기도 포천시 창수면 추동리 812번지 외 2필지(812-1, 812-2)",영업중,37.99,127.16,5.0,경기도
30,가루실캠프,일반야영장,충청남도 예산군 덕산면 둔리 525-34번지,영업중,36.66,126.64,4.0,충청남도
31,가마실캠핑장,일반야영장,충청북도 제천시 자작동 242번지,영업중,37.12,128.3,0.0,충청북도
32,가산산성 야영장,일반야영장,경상북도 칠곡군 동명면 득명리 113-1번지,영업중,36.02,128.62,2.0,경상북도
33,가야랜드달빛야영장,일반야영장,경상남도 김해시 삼방동 826,영업중,35.26,128.91,2.1,경상남도
34,가우도카라반펜션,"일반야영장,카라반",전라남도 강진군 대구면 저두리 364,영업중,34.53,126.79,4.0,전라남도
35,가족쉼터,자동차야영장,경기도 남양주시 수동면 수산리 591-2,휴업,37.75,127.27,0.0,경기도
36,가족쉼터,자동차야영장,경기도 남양주시 수동면 내방리 236-2번지,영업중,37.75,127.27,0.0,경기도
37,(주)수동자연마을 힐링별밤수목원캠핑장,"일반야영장,자동차야영장",경기도 남양주시 수동면 수산리 591-2,휴업,37.75,127.27,3.5,경기도
38,(주)수동자연마을 힐링별밤수목원캠핑장,"일반야영장,자동차야영장",경기도 남양주시 수동면 내방리 236-2번지,영업중,37.75,127.27,3.5,경기도
39,청계산 골든밸리 가족캠핑장,"일반야영장,글램핑",경기도 성남시 수정구 금토동 112,영업중,37.42,127.08,3.8,경기도
40,가지산 자연캠핑장,"일반야영장,자동차야영장",울산광역시 울주군 상북면 덕현리 432,폐업,35.64,129.06,3.0,울산광역시
41,천리안 캠프힐,"일반야영장,자동차야영장",울산광역시 울주군 상북면 덕현리 432,폐업,35.64,129.06,1.5,울산광역시
42,가창농원 야영장,"일반야영장,자동차야영장",대구광역시 달성군 가창면 삼산리 128,영업중,35.73,128.68,0.0,대구광역시
43,가평 사계절캠핑장,"일반야영장,자동차야영장",경기도 가평군 북면 목동리 792-8,영업중,37.88,127.55,5.0,경기도
44,가평 사계절캠핑장,"일반야영장,자동차야영장",경기도 가평군 북면 목동리 816,영업중,37.88,127.55,5.0,경기도
45,숲속의 정원 캠핑장,자동차야영장,경기도 가평군 북면 목동리 792-8,영업중,37.88,127.55,4.6,경기도
46,숲속의 정원 캠핑장,자동차야영장,경기도 가평군 북면 목동리 816,영업중,37.88,127.55,4.6,경기도
47,가평 사과나무 캠핑장,자동차야영장,경기도 가평군 상면 항사리 427-5번지,영업중,37.79,127.36,5.0,경기도
48,가평 사과나무 캠핑장,자동차야영장,경기도 가평군 상면 항사리 523번지,영업중,37.79,127.36,5.0,경기도
49,파마스힐 캠핑장,일반야영장,경기도 가평군 상면 항사리 427-5번지,영업중,37.79,127.36,0,경기도
50,파마스힐 캠핑장,일반야영장,경기도 가평군 상면 항사리 523번지,영업중,37.79,127.36,0,경기도
51,가평운악홀리데이 카라반파크,글램핑,경기도 가평군 조종면 신상리 206-10번지,영업중,37.85,127.36,1.8,경기도
52,가평황토은글램핑,글램핑,경기도 가평군 설악면 묵안리 577,영업중,37.61,127.51,5.0,경기도
53,흑석산 자연 휴양림,일반야영장,전라남도 해남군 계곡면 가학리 산 1,영업중,34.67,126.62,5.0,전라남도
54,갈기산펜션캠핑장,자동차야영장,"경기도 양평군 청운면 신론리 189-4 189-1, 189-5, 187-2, 191-3, 189-4, 191-5, 191-8",영업중,37.56,127.79,5.0,경기도
55,감 이야기 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 110-3번지,폐업,35.67,129.0,0.0,경상북도
56,감 이야기 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 301-10,영업중,35.67,129.0,0.0,경상북도
57,감 이야기 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 32번지,영업중,35.67,129.0,0.0,경상북도
58,감 이야기 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 75-1,영업중,35.67,129.0,0.0,경상북도
59,감 이야기 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 92번지,영업중,35.67,129.0,0.0,경상북도
60,감 이야기 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 210-1,영업중,35.67,129.0,0.0,경상북도
61,감 이야기 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 301-13번지,영업중,35.67,129.0,0.0,경상북도
62,감 이야기 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 206-3,영업중,35.67,129.0,0.0,경상북도
63,배너미오토캠핑장,"일반야영장,카라반",경상북도 청도군 운문면 신원리 110-3번지,폐업,35.67,129.0,5.0,경상북도
64,배너미오토캠핑장,"일반야영장,카라반",경상북도 청도군 운문면 신원리 301-10,영업중,35.67,129.0,5.0,경상북도
65,배너미오토캠핑장,"일반야영장,카라반",경상북도 청도군 운문면 신원리 32번지,영업중,35.67,129.0,5.0,경상북도
66,배너미오토캠핑장,"일반야영장,카라반",경상북도 청도군 운문면 신원리 75-1,영업중,35.67,129.0,5.0,경상북도
67,배너미오토캠핑장,"일반야영장,카라반",경상북도 청도군 운문면 신원리 92번지,영업중,35.67,129.0,5.0,경상북도
68,배너미오토캠핑장,"일반야영장,카라반",경상북도 청도군 운문면 신원리 210-1,영업중,35.67,129.0,5.0,경상북도
69,배너미오토캠핑장,"일반야영장,카라반",경상북도 청도군 운문면 신원리 301-13번지,영업중,35.67,129.0,5.0,경상북도
70,배너미오토캠핑장,"일반야영장,카라반",경상북도 청도군 운문면 신원리 206-3,영업중,35.67,129.0,5.0,경상북도
71,별찌 야영장,일반야영장,경상북도 청도군 운문면 신원리 110-3번지,폐업,35.67,129.0,0.0,경상북도
72,별찌 야영장,일반야영장,경상북도 청도군 운문면 신원리 301-10,영업중,35.67,129.0,0.0,경상북도
73,별찌 야영장,일반야영장,경상북도 청도군 운문면 신원리 32번지,영업중,35.67,129.0,0.0,경상북도
74,별찌 야영장,일반야영장,경상북도 청도군 운문면 신원리 75-1,영업중,35.67,129.0,0.0,경상북도
75,별찌 야영장,일반야영장,경상북도 청도군 운문면 신원리 92번지,영업중,35.67,129.0,0.0,경상북도
76,별찌 야영장,일반야영장,경상북도 청도군 운문면 신원리 210-1,영업중,35.67,129.0,0.0,경상북도
77,별찌 야영장,일반야영장,경상북도 청도군 운문면 신원리 301-13번지,영업중,35.67,129.0,0.0,경상북도
78,별찌 야영장,일반야영장,경상북도 청도군 운문면 신원리 206-3,영업중,35.67,129.0,0.0,경상북도
79,솔바람 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 110-3번지,폐업,35.67,129.0,4.5,경상북도
80,솔바람 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 301-10,영업중,35.67,129.0,4.5,경상북도
81,솔바람 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 32번지,영업중,35.67,129.0,4.5,경상북도
82,솔바람 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 75-1,영업중,35.67,129.0,4.5,경상북도
83,솔바람 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 92번지,영업중,35.67,129.0,4.5,경상북도
84,솔바람 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 210-1,영업중,35.67,129.0,4.5,경상북도
85,솔바람 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 301-13번지,영업중,35.67,129.0,4.5,경상북도
86,솔바람 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 206-3,영업중,35.67,129.0,4.5,경상북도
87,연지곤지 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 110-3번지,폐업,35.67,129.0,5.0,경상북도
88,연지곤지 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 301-10,영업중,35.67,129.0,5.0,경상북도
89,연지곤지 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 32번지,영업중,35.67,129.0,5.0,경상북도
90,연지곤지 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 75-1,영업중,35.67,129.0,5.0,경상북도
91,연지곤지 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 92번지,영업중,35.67,129.0,5.0,경상북도
92,연지곤지 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 210-1,영업중,35.67,129.0,5.0,경상북도
93,연지곤지 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 301-13번지,영업중,35.67,129.0,5.0,경상북도
94,연지곤지 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 206-3,영업중,35.67,129.0,5.0,경상북도
95,감악산캠핑숲오토캠핑장,자동차야영장,강원도 원주시 신림면 황둔리 1547,영업중,37.25,128.14,0,강원도
96,감악산캠핑숲오토캠핑장,자동차야영장,강원도 원주시 신림면 황둔리 1540-2,영업중,37.25,128.14,0,강원도
97,감악산캠핑숲오토캠핑장,자동차야영장,강원도 원주시 신림면 황둔리 1586-2번지,영업중,37.25,128.14,0,강원도
98,행복빌리지,"일반야영장,자동차야영장",강원도 원주시 신림면 황둔리 1547,영업중,37.25,128.14,0.0,강원도
99,행복빌리지,"일반야영장,자동차야영장",강원도 원주시 신림면 황둔리 1540-2,영업중,37.25,128.14,0.0,강원도
100,행복빌리지,"일반야영장,자동차야영장",강원도 원주시 신림면 황둔리 1586-2번지,영업중,37.25,128.14,0.0,강원도
101,원주웰빙캠프,일반야영장,강원도 원주시 신림면 황둔리 1547,영업중,37.25,128.14,3.0,강원도
102,원주웰빙캠프,일반야영장,강원도 원주시 신림면 황둔리 1540-2,영업중,37.25,128.14,3.0,강원도
103,원주웰빙캠프,일반야영장,강원도 원주시 신림면 황둔리 1586-2번지,영업중,37.25,128.14,3.0,강원도
104,강나루 캠핑장,일반야영장,경상남도 합천군 가회면 둔내리 563-7,영업중,35.5,128.03,4.3,경상남도
105,강당골캠핑파크,일반야영장,충청남도 아산시 송악면 강당리 90-1,영업중,36.72,127.02,0.0,충청남도
106,강당골캠핑파크,일반야영장,충청남도 아산시 송악면 강당리 182번지,영업중,36.72,127.02,0.0,충청남도
107,강동 그린웨이 가족캠핑장,자동차야영장,서울특별시 강동구 둔촌동 562-9번지,영업중,37.54,127.15,3.9,서울특별시
108,강변사리 캠핑장,일반야영장,전라북도 임실군 덕치면 천담리 89-3번지,영업중,35.5,127.19,3.5,전라북도
109,강변오토캠핑장,일반야영장,충청북도 괴산군 괴산읍 검승리 131번지,영업중,36.82,127.84,4.0,충청북도
110,강산에 글램핑,"일반야영장,글램핑",경상북도 청도군 운문면 신원리 390-2,폐업,35.68,128.98,0,경상북도
111,강산에 글램핑,"일반야영장,글램핑",경상북도 청도군 운문면 신원리 518-1번지,영업중,35.68,128.98,0,경상북도
112,강산에 글램핑,"일반야영장,글램핑",경상북도 청도군 운문면 신원리 398번지,영업중,35.68,128.98,0,경상북도
113,자연속 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 390-2,폐업,35.68,128.98,1.0,경상북도
114,자연속 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 518-1번지,영업중,35.68,128.98,1.0,경상북도
115,자연속 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 398번지,영업중,35.68,128.98,1.0,경상북도
116,조은자리 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 390-2,폐업,35.68,128.98,0.0,경상북도
117,조은자리 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 518-1번지,영업중,35.68,128.98,0.0,경상북도
118,조은자리 캠핑장,일반야영장,경상북도 청도군 운문면 신원리 398번지,영업중,35.68,128.98,0.0,경상북도
119,강원도힐링캠핑장,자동차야영장,강원도 원주시 신림면 황둔리 1240번지,영업중,37.25,128.16,4.0,강원도
120,강원도힐링캠핑장,자동차야영장,강원도 원주시 신림면 황둔리 1229-3,영업중,37.25,128.16,4.0,강원도
121,아빠의 캠핑장,"자동차야영장,글램핑",강원도 원주시 신림면 황둔리 1240번지,영업중,37.25,128.16,5.0,강원도
122,아빠의 캠핑장,"자동차야영장,글램핑",강원도 원주시 신림면 황둔리 1229-3,영업중,37.25,128.16,5.0,강원도
123,큐브빌리지글램핑,글램핑,전라남도 강진군 대구면 저두리 산 45-4,영업중,34.54,126.8,5.0,전라남도
124,강천산캠핑,"일반야영장,카라반",전라북도 순창군 팔덕면 청계리 1028번지,영업중,35.42,127.08,3.7,전라북도
125,강촌강변오토캠핑장,자동차야영장,강원도 춘천시 남산면 강촌리 534-5,폐업,37.82,127.62,0,강원도
126,강촌관광농원,글램핑,강원도 춘천시 남산면 강촌리 498,영업중,37.82,127.6,4.5,강원도
127,강촌달머리캠핑장,"일반야영장,자동차야영장,카라반",강원도 춘천시 서면 안보리 471-1,영업중,37.85,127.57,0,강원도
128,강촌하늘아래,"일반야영장,글램핑",강원도 춘천시 남산면 방곡리 351-3,영업중,37.8,127.64,5.0,강원도
129,강촌포도펜션오토캠핑장,자동차야영장,강원도 춘천시 남산면 백양리 266,영업중,37.81,127.57,0.0,강원도
130,강화고인돌 캠핑장,일반야영장,인천광역시 강화군 하점면 장정리 989번지,영업중,37.78,126.43,3.0,인천광역시
131,강화도산들애농원캠핑수영장,자동차야영장,인천광역시 강화군 강화읍 국화리 344-1,영업중,37.74,126.46,4.5,인천광역시
132,강화캠핑파크,"일반야영장,글램핑",인천광역시 강화군 길상면 초지리 1140-4 1140-4,영업중,37.63,126.52,2.8,인천광역시
133,강화캐라반캠핑장,글램핑,인천광역시 강화군 길상면 초지리 1140-4 1140-4,영업중,37.63,126.52,4.7,인천광역시
134,개미들솔향기야영장,자동차야영장,강원도 정선군 남면 낙동리 498-1,영업중,37.32,128.69,0.0,강원도
135,개암벌 용소 관광농원 캠핑장,자동차야영장,강원도 홍천군 두촌면 괘석리 617번지,영업중,37.86,128.07,5.0,강원도
136,거북바위 야영장,자동차야영장,경기도 양평군 서종면 서후리 234-1,영업중,37.57,127.43,0.0,경기도
137,거제글램퍼스,"일반야영장,카라반,글램핑",경상남도 거제시 일운면 망치리 252번지,영업중,34.81,128.67,0.0,경상남도
138,거창 에이글램핑,"일반야영장,글램핑",경상남도 거창군 마리면 하고리 85-3,영업중,35.69,127.87,0.0,경상남도
139,경주 힐링캠프,"일반야영장,글램핑",경상북도 경주시 산내면 감산리 1456-0 외 3필지,영업중,35.82,129.04,0.0,경상북도
140,경주글램존,"일반야영장,글램핑",경상북도 경주시 안강읍 강교리 877-1,영업중,35.95,129.14,1.0,경상북도
141,경주남산관광농원,"일반야영장,카라반,글램핑","경상북도 경주시 배동 1008-0 1005-1, 1008",영업중,35.79,129.2,0.0,경상북도
142,경주초우오토캠핑장,일반야영장,경상북도 경주시 동방동,영업중,35.81,129.26,5.0,경상북도
143,펜션600 캠핑장,"일반야영장,카라반",경상북도 경주시 동방동,영업중,35.81,129.26,2.3,경상북도
144,경호강 캠핑장,일반야영장,경상남도 산청군 단성면 방목리 627-11,영업중,35.36,127.92,4.8,경상남도
145,경호강 캠핑장,일반야영장,경상남도 산청군 단성면 방목리 627-2,영업중,35.36,127.92,4.8,경상남도
146,경호강 캠핑장,일반야영장,경상남도 산청군 단성면 방목리 산 26-102,영업중,35.36,127.92,4.8,경상남도
147,경호강 카라반,일반야영장,경상남도 산청군 단성면 방목리 627-11,영업중,35.36,127.92,4.8,경상남도
148,경호강 카라반,일반야영장,경상남도 산청군 단성면 방목리 627-2,영업중,35.36,127.92,4.8,경상남도
149,경호강 카라반,일반야영장,경상남도 산청군 단성면 방목리 산 26-102,영업중,35.36,127.92,4.8,경상남도
150,계곡과소나무 오토캠핑장,일반야영장,경기도 포천시 일동면 화대리 1-4번지,영업중,37.95,127.36,2.3,경기도
151,계룡산글램핑파크 오브드림,"일반야영장,글램핑",충청남도 공주시 반포면 학봉리 335번지,영업중,36.37,127.26,4.6,충청남도
152,계룡산글램핑파크 오브드림,"일반야영장,글램핑",충청남도 공주시 반포면 학봉리 794-17,영업중,36.37,127.26,4.6,충청남도
153,베스트필드,"일반야영장,글램핑",충청남도 공주시 반포면 학봉리 335번지,영업중,36.37,127.26,0.0,충청남도
154,베스트필드,"일반야영장,글램핑",충청남도 공주시 반포면 학봉리 794-17,영업중,36.37,127.26,0.0,충청남도
155,계룡산동학사자동차야영장,일반야영장,충청남도 공주시 반포면 학봉리 197-5,영업중,36.36,127.24,0.0,충청남도
156,계림정야영장,일반야영장,경상남도 산청군 삼장면 홍계리 1054-8 외 1,영업중,35.35,127.84,0.0,경상남도
157,계명산 나무숲길 캠핑장,자동차야영장,충청북도 충주시 용탄동 436,영업중,37.0,127.96,4.0,충청북도
158,계방산 오토캠핑장,일반야영장,강원도 평창군 용평면 노동리 92-5,영업중,37.7,128.48,4.3,강원도
159,샬롬빌리지 캠핑장,자동차야영장,강원도 평창군 용평면 노동리 92-5,영업중,37.7,128.48,0,강원도
160,고길동 캠핑장,자동차야영장,강원도 홍천군 북방면 북방리 946번지,영업중,37.83,127.83,3.2,강원도
161,고대산캠핑리조트,"카라반,글램핑",경기도 연천군 신서면 대광리 130-3번지,영업중,38.21,127.15,3.0,경기도
162,고라데이마을,일반야영장,강원도 횡성군 청일면 봉명리 388,영업중,37.65,128.14,0.0,강원도
163,고라데이마을,일반야영장,강원도 횡성군 청일면 봉명리 61-2번지,영업중,37.65,128.14,0.0,강원도
164,고성공룡박물관야영장,일반야영장,경상남도 고성군 하이면 월흥리 962,폐업,34.91,128.16,3.7,경상남도
165,상족암오토캠핑장(2캠핑장),자동차야영장,경상남도 고성군 하이면 월흥리 962,폐업,34.91,128.16,3.5,경상남도
166,고성다이노캠핑장,일반야영장,경상남도 고성군 삼산면 두포리 177,영업중,34.92,128.3,3.0,경상남도
167,블루웨일 글램핑,일반야영장,경상남도 고성군 삼산면 두포리 177,영업중,34.92,128.3,0.0,경상남도
168,블루웨일 빌리지,일반야영장,경상남도 고성군 삼산면 두포리 177,영업중,34.92,128.3,4.4,경상남도
169,고성잔디캠핑장,일반야영장,경상남도 고성군 하일면 용태리 479번지,영업중,34.95,128.21,3.7,경상남도
170,곡성 키즈글램핑,"일반야영장,글램핑",전라남도 곡성군 죽곡면 태평리 120,영업중,35.16,127.31,2.3,전라남도
171,골체오름캠핑,자동차야영장,제주특별자치도 제주시 조천읍 선흘리 1858-1번지,영업중,33.45,126.7,5.0,제주특별자치도
172,곰섬야영장,일반야영장,충청남도 태안군 남면 신온리 893-3,폐업,36.59,126.29,2.4,충청남도
173,곰섬야영장,일반야영장,충청남도 태안군 남면 신온리 894-53,영업중,36.59,126.29,2.4,충청남도
174,곰섬야영장,일반야영장,"충청남도 태안군 남면 신온리 903-34번지 , 903-35, 903-90, 903-96, 903-99, 903-101",영업중,36.59,126.29,2.4,충청남도
175,곰섬야영장,일반야영장,충청남도 태안군 남면 신온리 903-87번지 903-88,직권말소,36.59,126.29,2.4,충청남도
176,곰섬야영장,일반야영장,충청남도 태안군 남면 신온리 903-34번지,직권말소,36.59,126.29,2.4,충청남도
177,곰섬야영장,일반야영장,충청남도 태안군 남면 신온리 903-29번지,직권말소,36.59,126.29,2.4,충청남도
178,공주계곡캠핑장,일반야영장,충청남도 공주시 사곡면 운암리 468-2번지,영업중,36.56,127.02,3.0,충청남도
179,공주계곡캠핑장,일반야영장,충청남도 공주시 사곡면 운암리 511-1,영업중,36.56,127.02,3.0,충청남도
180,장승마을,"일반야영장,카라반",충청남도 공주시 사곡면 운암리 468-2번지,영업중,36.56,127.02,0.0,충청남도
181,장승마을,"일반야영장,카라반",충청남도 공주시 사곡면 운암리 511-1,영업중,36.56,127.02,0.0,충청남도
182,공주산림휴양마을,자동차야영장,충청남도 공주시 금학동 140-1번지,영업중,36.42,127.12,3.7,충청남도
183,광덕산 풍경캠핑장,일반야영장,충청남도 천안시 동남구 광덕면 광덕리 717-5,폐업,36.68,127.03,0,충청남도
184,광덕산 풍경캠핑장,일반야영장,충청남도 천안시 동남구 광덕면 광덕리 720-12번지,영업중,36.68,127.03,0,충청남도
185,오시유,카라반,충청남도 천안시 동남구 광덕면 광덕리 717-5,폐업,36.68,127.03,5.0,충청남도
186,오시유,카라반,충청남도 천안시 동남구 광덕면 광덕리 720-12번지,영업중,36.68,127.03,5.0,충청남도
187,광릉솔개캠핑장,일반야영장,"경기도 포천시 소흘읍 이곡리 524-3번지 외 2필지(524-1, 524-2)",영업중,37.76,127.15,4.0,경기도
188,광릉숲 이야기 관광농원,"일반야영장,카라반",경기도 포천시 소흘읍 직동리 73-5번지,폐업,37.77,127.17,0.0,경기도
189,광릉숲 이야기 관광농원,"일반야영장,카라반",경기도 포천시 소흘읍 직동리 77-3,영업중,37.77,127.17,0.0,경기도
190,광릉숲 이야기 관광농원,"일반야영장,카라반","경기도 포천시 소흘읍 직동리 76-4 외 2필지(76-6, 76-7)",영업중,37.77,127.17,0.0,경기도
191,연지곤지팜캠핑장,"자동차야영장,글램핑",경기도 포천시 소흘읍 직동리 73-5번지,폐업,37.77,127.17,5.0,경기도
192,연지곤지팜캠핑장,"자동차야영장,글램핑",경기도 포천시 소흘읍 직동리 77-3,영업중,37.77,127.17,5.0,경기도
193,연지곤지팜캠핑장,"자동차야영장,글램핑","경기도 포천시 소흘읍 직동리 76-4 외 2필지(76-6, 76-7)",영업중,37.77,127.17,5.0,경기도
194,광명도덕산캠핑장,일반야영장,경기도 광명시 하안동 549번지,영업중,37.46,126.86,3.6,경기도
195,광주시민의 숲 야영장,"일반야영장,자동차야영장",광주광역시 북구 월출동 968,영업중,35.23,126.87,5.0,광주광역시
196,교동아일랜드,"자동차야영장,카라반",인천광역시 강화군 교동면 읍내리 6-5,영업중,37.77,126.3,0.0,인천광역시
197,교래생태체험장,일반야영장,제주특별자치도 제주시 조천읍 교래리 산 119,영업중,33.43,126.67,5.0,제주특별자치도
198,교래생태체험장,일반야영장,제주특별자치도 제주시 조천읍 교래리 636,영업중,33.43,126.67,5.0,제주특별자치도
199,교래생태체험장,일반야영장,제주특별자치도 제주시 조천읍 교래리 786-30,영업중,33.43,126.67,5.0,제주특별자치도
200,구룡레져타운야영장,"일반야영장,카라반,글램핑",강원도 원주시 소초면 학곡리 546,영업중,37.44,128.05,2.5,강원도
201,구름계곡캠핑장,"일반야영장,자동차야영장",경기도 가평군 북면 제령리 218-4,영업중,37.89,127.54,2.3,경기도
202,구름계곡캠핑장,"일반야영장,자동차야영장",경기도 가평군 북면 제령리 219-2,영업중,37.89,127.54,2.3,경기도
203,중바위캠핑장,자동차야영장,경기도 가평군 북면 제령리 218-4,영업중,37.89,127.54,3.6,경기도
204,중바위캠핑장,자동차야영장,경기도 가평군 북면 제령리 219-2,영업중,37.89,127.54,3.6,경기도
205,구름포오토캠핑장,일반야영장,충청남도 태안군 소원면 의항리 160-8,영업중,36.84,126.15,2.9,충청남도
206,구름포오토캠핑장,일반야영장,충청남도 태안군 소원면 의항리 157번지,영업중,36.84,126.15,2.9,충청남도
207,구름포오토캠핑장,일반야영장,"충청남도 태안군 소원면 의항리 160-4번지 , 160-5번지",영업중,36.84,126.15,2.9,충청남도
208,구름포오토캠핑장,일반야영장,충청남도 태안군 소원면 의항리 150번지,직권말소,36.84,126.15,2.9,충청남도
209,구름포오토캠핑장,일반야영장,충청남도 태안군 소원면 의항리 160-8번지,직권말소,36.84,126.15,2.9,충청남도
210,구름포오토캠핑장,일반야영장,충청남도 태안군 소원면 의항리 150-3번지,직권말소,36.84,126.15,2.9,충청남도
211,구름포해수욕장카라반,"일반야영장,카라반,글램핑",충청남도 태안군 소원면 의항리 160-8,영업중,36.84,126.15,2.9,충청남도
212,구름포해수욕장카라반,"일반야영장,카라반,글램핑",충청남도 태안군 소원면 의항리 157번지,영업중,36.84,126.15,2.9,충청남도
213,구름포해수욕장카라반,"일반야영장,카라반,글램핑","충청남도 태안군 소원면 의항리 160-4번지 , 160-5번지",영업중,36.84,126.15,2.9,충청남도
214,구름포해수욕장카라반,"일반야영장,카라반,글램핑",충청남도 태안군 소원면 의항리 150번지,직권말소,36.84,126.15,2.9,충청남도
